timestamp,pwm1,pwm2,pwm3,pwm4,pwm5,pwm6,pwm7,pwm8,states_lat,states_lon,states_height,states_Vx_GS,states_Vy_GS,states_Vz_GS,states_p,states_q,states_r,states_phi,states_theta,states_psi,dataCtrl_n_ailOutLoop_dY_delta,dataCtrl_n_ailOutLoop_Vy_dY2Vy,dataCtrl_n_ailOutLoop_Vy_var,dataCtrl_n_ailOutLoop_Vy_delta,dataCtrl_n_ailOutLoop_Vy_P,dataCtrl_n_ailOutLoop_Vy_Int,dataCtrl_n_ailOutLoop_Vy_D,dataCtrl_n_ailOutLoop_ail_ffc,dataCtrl_n_ailInLoop_ail_trim,dataCtrl_n_ailInLoop_phi_trim,dataCtrl_n_ailInLoop_phi_var,dataCtrl_n_ailInLoop_delta_phi,dataCtrl_n_ailInLoop_phi_P,dataCtrl_n_ailInLoop_phi_D,dataCtrl_n_ailInLoop_ail_fbc,dataCtrl_n_ailInLoop_ail_law_out,dataCtrl_n_eleOutLoop_dX_delta,dataCtrl_n_eleOutLoop_Vx_dX2Vx,dataCtrl_n_eleOutLoop_Vx_var,dataCtrl_n_eleOutLoop_Vx_delta,dataCtrl_n_eleOutLoop_Vx_P,dataCtrl_n_eleOutLoop_Vx_Int,dataCtrl_n_eleOutLoop_Vx_D,dataCtrl_n_eleOutLoop_ele_ffc,dataCtrl_n_EleInLoop_theta_trim,dataCtrl_n_EleInLoop_ele_trim,dataCtrl_n_EleInLoop_theta_var,dataCtrl_n_EleInLoop_delta_theta,dataCtrl_n_EleInLoop_theta_P,dataCtrl_n_EleInLoop_theta_D,dataCtrl_n_EleInLoop_ele_fbc,dataCtrl_n_EleInLoop_ele_law_out,dataCtrl_n_RudOutLoop_psi_dy,dataCtrl_n_RudOutLoop_psi_delta,dataCtrl_n_RudOutLoop_R_dPsi2R,dataCtrl_n_rudInLoop_rud_trim,dataCtrl_n_rudInLoop_R_var,dataCtrl_n_rudInLoop_dR_delta,dataCtrl_n_rudInLoop_R_P,dataCtrl_n_rudInLoop_R_Int,dataCtrl_n_rudInLoop_rud_fbc,dataCtrl_n_rudInLoop_rud_law_out,dataCtrl_n_colOutLoop_H_delta,dataCtrl_n_colOutLoop_Hdot_dH2Vz,dataCtrl_n_colOutLoop_Hdot_var,dataCtrl_n_colOutLoop_Hdot_delta,dataCtrl_n_colOutLoop_Hdot_P,dataCtrl_n_colOutLoop_Hdot_Int,dataCtrl_n_colOutLoop_Hdot_D,dataCtrl_n_colOutLoop_col_fbc,dataCtrl_n_colInLoop_col_Vx,dataCtrl_n_colInLoop_col_law,dataCtrl_n_colInLoop_col_law_out,GNCBus_TokenMode_OnSky,GNCBus_TokenMode_Ctrl_Mode,GNCBus_TokenMode_Pre_CMD,GNCBus_TokenMode_rud_state,GNCBus_TokenMode_ail_state,GNCBus_TokenMode_ele_state,GNCBus_TokenMode_col_state,GNCBus_TokenMode_nav_guid,GNCBus_TokenMode_cmd_guid,GNCBus_TokenMode_mode_guid,GNCBus_TokenMode_step_guid,GNCBus_TokenMode_mode_nav,GNCBus_TokenMode_token_nav,GNCBus_TokenMode_step_nav,GNCBus_TokenMode_mode_vert,GNCBus_TokenMode_token_vert,GNCBus_TokenMode_step_vert,GNCBus_TokenMode_mode_horiz,GNCBus_TokenMode_token_horiz,GNCBus_FtbOpt_ele_opt,GNCBus_FtbOpt_ail_opt,GNCBus_FtbOpt_rud_opt,GNCBus_FtbOpt_col_opt,GNCBus_FtbOpt_R_opt,GNCBus_FtbOpt_Vx_opt,GNCBus_FtbOpt_Vy_opt,GNCBus_FtbOpt_coldt_opt,GNCBus_FtbOpt_col0_opt,GNCBus_FtbOpt_Ftb_Switch,GNCBus_SrcValue_ac_SrcCmdV,GNCBus_SrcValue_SrcV_fus,GNCBus_MixValue_col_mix,GNCBus_MixValue_phi_mix,GNCBus_MixValue_Vx_mix,GNCBus_MixValue_dX_mix,GNCBus_MixValue_theta_mix,GNCBus_MixValue_Vy_mix,GNCBus_MixValue_dY_mix,GNCBus_MixValue_psi_mix,GNCBus_MixValue_Hdot_mix,GNCBus_MixValue_height_mix,GNCBus_CmdValue_phi_cmd,GNCBus_CmdValue_Hdot_cmd,GNCBus_CmdValue_R_cmd,GNCBus_CmdValue_psi_cmd,GNCBus_CmdValue_Vx_cmd,GNCBus_CmdValue_Vy_cmd,GNCBus_CmdValue_height_cmd,GNCBus_VarValue_psi_var,GNCBus_VarValue_height_var,GNCBus_VarValue_dX_var,GNCBus_VarValue_dY_var,GNCBus_TrimValue_Vx_trim,GNCBus_TrimValue_col_trim,GNCBus_TrimValue_col_autotrim,GNCBus_ParamsLMT_Vx_LMT,GNCBus_ParamsLMT_Vy_LMT,GNCBus_ParamsLMT_R_LMT,GNCBus_ParamsLMT_Hdot_ILmt,GNCBus_ParamsLMT_Hdot_UpLMT,GNCBus_ParamsLMT_Hdot_DownLMT,GNCBus_ParamsLMT_R_FLYTURN,GNCBus_ParamsLMT_R_unit,GNCBus_ParamsLMT_Hdot_unit,GNCBus_ParamsLMT_Vx_unit,GNCBus_ParamsLMT_Vy_unit,GNCBus_AcValue_ac_dY,GNCBus_AcValue_ac_dX,GNCBus_AcValue_ac_dPsi,GNCBus_AcValue_ac_dL,GNCBus_HoverValue_lon_hov,GNCBus_HoverValue_lat_hov,GNCBus_HoverValue_IsHovStatus_hov,GNCBus_HomeValue_lon_home,GNCBus_HomeValue_lat_home,AvoiFlag_LaserRadar_Enabled,AvoiFlag_AvoidanceFlag,AvoiFlag_GuideFlag,Tele_ftb_Roll,Tele_ftb_Pitch,Tele_ftb_Yaw,Tele_ftb_Col,Tele_ftb_Switch,Tele_ftb_com_Ftb_fail,Tele_GCS_CmdIdx,Tele_GCS_Mission,Tele_GCS_Val,Tele_GCS_com_GCS_fail,ac_aim2AB_lon,ac_aim2AB_lat,ac_aim2AB_psi,ac_aim2AB_alt,ac_aim2AB_len,ac_aim2AB_rad,ac_aim2AB_Vx2nextdot,ac_aim2AB_next_num,ac_aim2AB_next_dot,ac_aim2AB_type_dot,ac_aim2AB_clockwise_WP,ac_aim2AB_R_WP,ac_aim2AB_type_WP,ac_aim2AB_Num_type_WP,ac_aim2AB_dL_WP,ac_aim2AB_Vx_type,ac_aim2AB_TTC_Fault_Mode,ac_aim2AB_deltaY_ctrl,ac_aim2AB_turn_type,ac_aim2AB_Inv_type,ac_aim2AB_type_line,acAB_lon,acAB_lat,acAB_psi,acAB_alt,acAB_len,acAB_rad,acAB_Vx2nextdot,acAB_next_num,acAB_next_dot,acAB_type_dot,acAB_clockwise_WP,acAB_R_WP,acAB_type_WP,acAB_Num_type_WP,acAB_dL_WP,acAB_Vx_type,acAB_TTC_Fault_Mode,acAB_deltaY_ctrl,acAB_turn_type,acAB_Inv_type,acAB_type_line,param_TimeStamp,esc1_error_count,esc2_error_count,esc3_error_count,esc4_error_count,esc5_error_count,esc6_error_count,esc1_rpm,esc2_rpm,esc3_rpm,esc4_rpm,esc5_rpm,esc6_rpm,esc1_power_rating_pct,esc2_power_rating_pct,esc3_power_rating_pct,esc4_power_rating_pct,esc5_power_rating_pct,esc6_power_rating_pct
1769049838728,1422.41,1474.25,1545.41,1503.08,1469.85,1434.95,1427.03,1582.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769049838747,,,,,,,,,39.12345000,117.23456000,101.350,15.532,0.707,0.381,-0.0024,0.0007,-0.0112,0.0018,-0.0031,0.0030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769049838768,,,,,,,,,,,,,,,,,,,,,0.0926,1.0000,2.4052,0.4815,0.8000,0.0500,0.2000,0.0000,0.0000,0.0000,0.4720,0.1030,2.0000,0.5000,0.0000,0.0000,0.0952,1.0000,2.0581,0.5431,0.7000,0.0400,0.1500,0.0000,0.0000,0.0000,0.2921,0.0529,1.5000,0.4000,0.0000,0.0000,0.0000,0.0030,1.0000,0.0000,0.5241,0.1005,1.2000,0.0300,0.0000,0.0000,0.0925,1.0000,1.4369,0.5446,0.6000,0.0200,0.1000,0.0000,101.3500,0.5000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769049838791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769049838814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769049838833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769049838854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769049838875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
1769049838905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769049839105,1472.45,1553.76,1440.25,1548.05,1537.37,1489.44,1539.98,1529.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769049839128,,,,,,,,,39.12345000,117.23456000,101.111,14.383,0.037,0.508,-0.0008,-0.0034,-0.0168,0.0018,-0.0029,0.0018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769049839155,,,,,,,,,,,,,,,,,,,,,0.0931,1.0000,2.4166,0.4645,0.8000,0.0500,0.2000,0.0000,0.0000,0.0000,0.5267,0.0966,2.0000,0.5000,0.0000,0.0000,0.1089,1.0000,2.0349,0.4910,0.7000,0.0400,0.1500,0.0000,0.0000,0.0000,0.2787,0.0532,1.5000,0.4000,0.0000,0.0000,0.0000,0.0018,1.0000,0.0000,0.5407,0.0921,1.2000,0.0300,0.0000,0.0000,0.1040,1.0000,1.5697,0.4601,0.6000,0.0200,0.1000,0.0000,101.1106,0.5000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769049839176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769049839202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769049839223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769049839245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769049839271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
1769049839289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769049839412,1490.21,1457.98,1498.88,1579.04,1531.36,1501.20,1464.44,1470.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769049839437,,,,,,,,,39.12345000,117.23456000,101.093,14.596,-0.934,0.437,0.0079,0.0035,0.0029,0.0022,-0.0021,0.0007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769049839458,,,,,,,,,,,,,,,,,,,,,0.1026,1.0000,2.4135,0.5480,0.8000,0.0500,0.2000,0.0000,0.0000,0.0000,0.4830,0.1078,2.0000,0.5000,0.0000,0.0000,0.0960,1.0000,2.0028,0.4870,0.7000,0.0400,0.1500,0.0000,0.0000,0.0000,0.2806,0.0523,1.5000,0.4000,0.0000,0.0000,0.0000,0.0007,1.0000,0.0000,0.4926,0.1090,1.2000,0.0300,0.0000,0.0000,0.0955,1.0000,1.5045,0.4753,0.6000,0.0200,0.1000,0.0000,101.0933,0.5000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769049839479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769049839500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
